,Word,Average Sentiment Score
422,reed,0.22098442622950823
1270,valerian,0.22032084765177548
1458,dilute,0.22008333333333335
1125,cut,0.2198361417322835
53,kitchen,0.2198308823529412
937,liver,0.21979160671462827
1283,peppermint,0.21947800963081862
1140,fade,0.21944412811387903
686,guaiacum,0.21871298701298697
449,deodorant,0.21840179640718566
1189,sleep,0.2183033195020747
767,gall,0.21755793814432992
72,fusel,0.21731041666666667
560,chamomile,0.217290756302521
337,oxygen,0.21718526315789477
110,aldehyde,0.21678633916554507
1109,malt,0.21678293216630198
1017,shop,0.2161943161634103
1231,bee,0.21584866030881017
1132,artificial,0.21560699523052465
265,ammonia,0.21543852094547156
666,atmosphere,0.21377584033613442
186,oil,0.21354472900660046
667,ammo,0.21323350897180293
269,parsley,0.212053367003367
913,phenyl,0.21163473917869036
459,taste,0.2113711111111111
656,small,0.2111486160040262
1236,potassium,0.21063217821782182
1130,late,0.2103197620621282
956,whole,0.2100600735771478
712,inflammable,0.20991959798994975
613,ounce,0.20978495575221237
171,number,0.2096414736842105
1339,stimulant,0.20949330543933053
926,dish,0.20928744075829384
463,soup,0.208962
764,indigo,0.20879136125654452
115,dry,0.208675918598078
655,iodine,0.20859657299520218
718,twig,0.20813844155844152
1207,onion,0.20801004366812226
519,ftrong,0.20748850174216027
444,lime,0.20688979067930488
10,concrete,0.20688968253968254
498,dentifrice,0.20654916593503073
505,rice,0.2063303456026974
902,monkey,0.2055929411764706
303,castor,0.20477525423728812
511,snuff,0.2046781995661605
564,alum,0.20456579203109815
158,peat,0.20408915789473683
681,game,0.20401388888888888
1180,three,0.20398703543647365
78,plain,0.2036911439114391
1136,moist,0.2036030395136778
500,juice,0.2032263531499556
739,nitrous,0.20286880503144658
919,colour,0.20257998712998712
1253,wet,0.20229103030303033
1068,antiseptic,0.20216353383458643
544,church,0.20193571428571427
453,pot,0.2019213915924622
1316,smell,0.20185366827482948
1443,castoreum,0.20185298087739031
1031,vegetation,0.20123303249097474
707,vinegar,0.20106913055038553
438,ore,0.20065972078593589
1013,urea,0.20062356687898086
189,pod,0.2004470056497175
693,acetic,0.20029770664118493
623,milk,0.1995434275184275
1087,bread,0.19912900569980999
98,neutral,0.19862709923664124
1103,crystal,0.19814756097560973
390,sensation,0.1979188976377953
747,broth,0.19771501976284586
135,bubble,0.19767277777777778
884,four,0.19692541208791212
73,liquorice,0.19687318794098782
1074,methyl,0.19665980815347722
291,alcohol,0.19590816766836186
129,fry,0.19563652263374484
734,pie,0.19532764835164837
493,thofe,0.19467180327868855
1325,tall,0.19458929679420892
757,naphtha,0.1945813736903376
1453,asphalt,0.19427016129032254
112,object,0.1942126627218935
1319,odor,0.1937592461143067
736,thick,0.19350045662100454
846,bark,0.1928541766109785
408,turpentine,0.19233752058339215
961,valerianic,0.1922497536945813
1229,perennial,0.1920782006920415
985,muriatic,0.19184247572815533
467,jalap,0.19154980988593157
1264,cod,0.19143038057742784
1179,rosin,0.19081652754590986
1331,magnesia,0.19061254901960784
13,bdellium,0.19048401639344262
31,wormwood,0.1901169696969697
518,fpirit,0.1899623639191291
1121,sea,0.18988977128335452
1106,carrot,0.18987186629526462
293,caramel,0.18964999999999999
204,humor,0.18962364864864867
144,last,0.18955854241338113
1051,copaiba,0.1895406779661017
1397,medicine,0.1895097472924188
906,heavy,0.18949017341040464
1193,drachm,0.18897692307692307
592,bromide,0.1888918819188192
991,camphor,0.1888700742240216
254,rubber,0.1886744421906694
611,capsule,0.18860577281191804
371,powder,0.18851811885821246
29,two,0.1884339771729587
755,preparation,0.1884237319974953
969,tin,0.18817302904564315
190,round,0.18810913272010513
909,meal,0.18808847517730495
1104,trimethylamine,0.18807488151658766
205,everything,0.1878508905852417
798,cold,0.18748659966499162
807,pile,0.18727157057654073
868,iodide,0.1870361370716511
1005,part,0.1869291350087668
409,nothing,0.18677591743119268
181,cinchona,0.18670603248259862
148,shell,0.18661836506159016
864,alba,0.1864614693877551
1157,fome,0.18576736035049285
951,ketone,0.18569207920792077
338,labdanum,0.18529030303030303
1152,element,0.18518123200921127
669,zinc,0.18497086330935253
1162,glass,0.18476221276595745
971,distillery,0.1846252976190476
939,sin,0.18384157838983048
1135,des,0.18365523495465788
1218,product,0.18310821852731593
212,base,0.1829828660436137
311,astringent,0.1829117857142857
1177,opoponax,0.18279760956175295
374,foreign,0.18274867724867727
843,carbonate,0.18214780285035628
1357,pastille,0.18211917808219175
567,tobacco,0.18196869710334962
795,stream,0.18159811965811967
526,tract,0.18087182506307822
1278,decoction,0.1803827906976744
751,camel,0.18026700854700853
726,die,0.1801527572484366
376,thin,0.1795837316441117
1041,touch,0.17956647887323943
77,odorous,0.17954773175542404
703,chloral,0.17866947674418604
1342,thing,0.17834258075094275
865,bag,0.17832390468870102
842,sawdust,0.1783072072072072
1425,vessel,0.17817155555555558
280,fume,0.17756809862350625
354,pipe,0.17750696907216493
1268,unripe,0.17676964285714286
138,ship,0.17669933884297523
132,lozenge,0.17658848684210526
775,mustard,0.176498001998002
837,sample,0.17612408906882593
177,depilatory,0.1758875
1372,comb,0.1756662251655629
185,sponge,0.1756135593220339
1056,stable,0.1749673548387097
1023,nitrate,0.17474433333333333
1092,healthy,0.1747393203883495
670,article,0.17466293800539082
75,empyreumatic,0.17455418181818183
344,derivative,0.17448588957055217
1354,goose,0.1740573712255773
1015,crush,0.17378046272493577
614,stew,0.17344776119402985
1164,face,0.17276582661290324
124,volatile,0.17215475426448235
853,brown,0.17194856753069576
1078,garlic,0.17154471587891662
997,ink,0.17151895241242565
547,odourless,0.17151355932203388
573,liquor,0.17118009143807147
213,ammonium,0.1709491253644315
471,con,0.17017616361071933
214,mixture,0.16995720930232558
1381,basis,0.1692376498800959
1413,oily,0.16825485122897801
167,galbanum,0.16808353067814855
394,quinine,0.1679123142250531
480,pill,0.16774327018943172
548,opiate,0.1675090909090909
947,wool,0.16742003338898162
222,carbon,0.16737692982456143
233,lion,0.16677603383458647
660,feather,0.16640327455919396
423,anhydride,0.16619118942731279
79,bait,0.16492769953051642
329,calcium,0.16481475409836063
578,sodium,0.164678853046595
302,man,0.16464104928846274
1035,iron,0.1644829980532122
1250,amyl,0.16447158974358975
1387,ash,0.16435717474489794
654,cat,0.1641624541377905
457,lock,0.1641255010366275
918,seman,0.164108722741433
1117,cubebs,0.16406871657754013
1338,croton,0.16400449438202247
411,chemical,0.16347034161490684
395,room,0.16330814966683757
1206,alkaline,0.16313230337078655
881,vitriol,0.16253464285714286
188,brandy,0.162268
632,chalk,0.16209685114503816
1055,metal,0.1616151041666667
679,nose,0.16149070422535208
209,hemp,0.16140585365853657
249,hydrocarbon,0.16066075268817206
108,fall,0.16065313092979128
778,whiskey,0.16060796178343947
133,drug,0.16035865174008276
922,sarsaparilla,0.16028995433789955
136,oxide,0.16018872151409813
1290,permanganate,0.1601727861771058
1007,anything,0.16001543209876545
299,five,0.15977438202247193
1234,tan,0.1595513656520863
339,plaster,0.15954359756097564
605,strychnine,0.15943503937007872
1348,locust,0.15885744680851063
105,false,0.1587612745098039
659,grey,0.15865828025477705
1396,asa,0.1584006531454108
1105,piece,0.15762816301703164
154,tile,0.15713142692915652
610,starch,0.15693788343558282
1147,pigment,0.15684464285714284
509,flax,0.15628317757009344
830,rum,0.15621963327370303
34,series,0.15619268292682928
1422,potato,0.15604542772861357
228,hydrate,0.15590365168539325
911,paint,0.1558433128834356
392,porridge,0.15563857142857143
638,ground,0.15535529308836396
492,head,0.15509653061224488
940,albuman,0.1540110738255034
1101,oleum,0.15362028714107365
952,trail,0.15334756380510445
637,they,0.15307589285714288
397,cook,0.15210588235294117
195,pound,0.15085113722517057
898,water,0.15051910685059622
244,hole,0.15024201710620103
636,cyanide,0.14965847750865052
873,sulphuric,0.14924100761570008
848,shoe,0.14906301369863012
2,fir,0.14846052951178043
454,substance,0.14842812071330588
1071,particle,0.14830325476992146
657,sulphurous,0.14816457765667576
122,ordinary,0.14814979591836736
1243,stance,0.14754573731090062
855,vapor,0.14748520408163265
27,sub,0.14734770358415708
93,paper,0.14707925669835784
706,hound,0.14701997991967872
792,formic,0.14628592057761733
1340,pack,0.14578743169398906
400,agent,0.14577466666666666
176,fibre,0.14463366336633665
923,german,0.14367500000000002
473,beef,0.1426571104387292
721,compound,0.1426216950713957
14,sense,0.14258349328214973
542,alkali,0.14247228607918264
791,selenium,0.14225798611111112
687,peroxide,0.14173062730627306
414,lamp,0.14156767857142857
1230,train,0.1413580357142857
426,pickle,0.1412455516014235
874,pitch,0.14084046104928458
1280,goat,0.1407897802197802
600,pollen,0.1404717808219178
1370,open,0.14015015974440895
1021,socotrine,0.1401056338028169
442,dog,0.13984285028790788
1059,pulp,0.13865417406749556
416,spermaceti,0.1383962962962963
809,tlie,0.1377214095744681
168,car,0.1376852102637206
833,steam,0.13645850293204553
621,infufion,0.1360978260869565
1282,rhizome,0.13549767441860466
496,powdered,0.1354549815498155
150,limestone,0.13506284289276807
983,masse,0.1347986363636364
388,arsenious,0.13408831775700933
716,sulphate,0.13298436988543375
730,gland,0.132872131147541
978,sanctity,0.13272793072824154
1199,granular,0.13198599033816424
825,canella,0.13188478260869568
878,nitrogen,0.13179127358490567
296,scale,0.1306968503937008
569,candle,0.13068081717451524
281,cascarilla,0.1299720221606648
1142,region,0.12984492753623186
125,pigeon,0.1295626666666667
761,cheese,0.12915063051702397
425,medicated,0.12853005617977525
1445,flake,0.12805494071146245
1145,clay,0.12754585152838427
484,amorphous,0.12729802816901406
326,chloride,0.12722241379310342
960,inodorous,0.12711942857142858
704,radish,0.12673533519553074
18,phosphate,0.12640921985815604
606,rat,0.12616587832581297
725,bituman,0.12615536159600996
1203,mushroom,0.1260710182767624
67,bruise,0.12522130681818183
740,match,0.12512934472934473
645,bedroom,0.1249888030888031
959,brownish,0.12454916387959866
796,fowl,0.12215840978593275
1238,bull,0.12188313492063493
647,antimony,0.12056941176470588
131,chicken,0.1197699346405229
821,lead,0.11930554687499999
1052,boot,0.11868314606741573
142,idoform,0.11855607082630693
456,leek,0.11846076696165189
930,phenol,0.11837534445250181
478,liquid,0.11811653599429794
1454,aniline,0.11764832904884319
130,potash,0.1175695564516129
962,foetida,0.11706868044515102
413,benzene,0.11535943691345152
880,epithelium,0.11530628571428574
532,chlorine,0.11474758185641333
829,dunghill,0.11463208722741433
316,tion,0.11383657926672307
364,com,0.11338055751587862
1419,black,0.11280352449223417
387,portion,0.11279355371900829
341,creosote,0.11251815286624203
539,fix,0.11177257617728531
943,ammoniacal,0.11144644351464435
56,form,0.11127531760435572
1262,nitrite,0.11109753846153847
451,vegetable,0.11092942836979534
1416,mineral,0.11062943871706758
1190,burn,0.11044203003003004
238,whale,0.10950929292929293
1369,acid,0.10922118832064272
1380,copper,0.1089515923566879
816,hemlock,0.10882045760430686
95,skin,0.1087389513108614
1067,alcoholic,0.10872244094488188
272,worm,0.1079112035496395
424,dark,0.10779354553492486
635,olfactory,0.10749392523364487
1225,nitric,0.10711600753295669
474,something,0.1066604081632653
555,stone,0.10660683632734531
252,fat,0.10610704041720992
1072,wash,0.10533021505376344
24,cabbage,0.1051419054996127
1431,tyrosin,0.1050517571884984
554,coat,0.10472206405693948
1076,lobe,0.10356966507177033
1198,guano,0.10335501858736057
1089,cyanogen,0.10327460937500002
483,prey,0.1030858064516129
226,yard,0.10302441176470589
696,mercaptan,0.10246570605187319
1252,nitro,0.10215226039783003
883,pit,0.10213045671800318
832,recent,0.10198926174496643
1291,carbonic,0.10178509933774836
905,court,0.10170275862068966
580,residue,0.101288
875,grease,0.1011138671875
1228,meat,0.10106781786185656
1043,fulphur,0.10035154394299287
45,arsenic,0.09931433132316422
1042,whisky,0.0987861063464837
1323,ivy,0.09770756097560973
1062,tooth,0.09769650092081031
1403,bismuth,0.09728775981524251
1019,petroleum,0.0956544366899302
685,rain,0.09503783783783784
622,paraffin,0.09434213836477988
1168,indol,0.09382432432432433
401,soot,0.09324127358490567
1303,reek,0.09250541125541124
356,trade,0.09226511627906978
1301,oyster,0.09207434782608696
149,butyric,0.09145185659411012
241,crystalline,0.0911494623655914
259,smoke,0.09071879184861718
942,sul,0.0905856862167207
1455,opium,0.09033310850439882
1414,hydro,0.09015576770087509
1293,ferment,0.09001687306501549
521,dis,0.0900077180820335
1335,house,0.08997507163323781
871,narcotic,0.08917857142857144
431,odore,0.08903027027027027
1127,belladonna,0.08821463414634147
183,perfon,0.08820130890052355
768,tannin,0.08819606986899563
1297,ment,0.08816403319215145
434,hydrochloric,0.08777026850032743
429,chloroform,0.08764110047846889
396,sulphur,0.08671795165915609
870,tallow,0.08569016949152543
1001,alkaloid,0.08475946502057613
153,ashe,0.08455833333333335
1079,kernel,0.08450095011876485
1025,yellowish,0.08378297872340426
581,fatty,0.08283490945674045
21,city,0.08227528344671202
1133,mouse,0.08129902080783354
1328,reptile,0.08063838862559242
723,seal,0.08033235294117647
749,lace,0.08017551990493166
1255,turnip,0.07982341772151898
103,sheep,0.07856174603174602
1351,gaseous,0.07848451443569554
631,disinfectant,0.07843581164807932
732,soil,0.07797697993664203
60,culture,0.0773313807531381
746,horse,0.07625509955302721
892,person,0.07575653950953679
402,sulphuret,0.07514975206611571
530,skatol,0.07195077951002228
1240,mercury,0.07139636048526864
1437,hydrogen,0.070748992
312,sour,0.06940596153846153
748,rabbit,0.06911987951807229
380,fapor,0.06799275653923541
1150,gunpowder,0.06733367037411526
1097,herring,0.06724643628509719
391,vapour,0.0668564404432133
513,town,0.06598551236749117
585,pint,0.06587260034904013
1114,bronchitis,0.06441686567164179
754,fece,0.06381494565217391
753,disulfide,0.06342597402597402
1415,bulb,0.06315933306222042
1457,sulfide,0.06294431451612903
382,char,0.06224275332225913
916,mucilage,0.060077104377104375
76,pond,0.0594541015625
430,mass,0.05912189740761169
1309,mat,0.05863695742904841
89,nicotine,0.057680276816609005
359,fire,0.056016958229203856
840,farm,0.05568821292775666
729,half,0.055590502793296095
683,almond,0.05536110192837465
996,sebaceous,0.054302508960573474
625,steel,0.05349333333333334
1420,flea,0.053235616438356156
966,stuff,0.05316238145416227
41,fetid,0.052040899357601714
322,quantity,0.05165573566084789
970,boiling,0.051611335012594454
1404,insect,0.050832072691552065
540,carbolic,0.05066510791366906
856,foetid,0.050221518438177876
450,acetone,0.04926397435897436
955,kerosene,0.04919875886524823
804,drink,0.04875936161930712
1161,sulphureous,0.04818647540983607
1227,cloth,0.047008746355685124
575,fish,0.04637318327974277
230,pork,0.04627782705099778
658,pungent,0.04618762376237625
1014,fragment,0.04615152354570637
187,nerve,0.04590572569906791
191,henbane,0.04512080291970804
936,cooking,0.04505521126760564
1085,foot,0.044972021484375
1069,damp,0.04486145251396648
28,coal,0.044851522408484445
1184,sausage,0.044831070496083564
25,semi,0.042611690363349136
1010,mischief,0.041993333333333334
361,cheap,0.041441428571428574
1045,contain,0.04125629139072848
127,sapor,0.0409655462184874
363,food,0.04092650933040615
305,elephant,0.04048825757575758
850,membrane,0.04032803030303031
562,boil,0.038583236434108534
1249,acrolein,0.03807616099071207
52,liar,0.03572734225621414
556,snake,0.03444886561954625
1077,street,0.032854989816700625
760,charcoal,0.03284289855072463
253,benzol,0.03281614100185529
949,wolf,0.03249846743295018
507,beetle,0.03134878048780488
17,pig,0.029931372549019602
415,sulphide,0.028876183844011142
464,hide,0.028420354609929078
1315,dust,0.027822025912838635
642,organic,0.02669350710900474
668,body,0.026596377840909093
836,secretion,0.026324653312788913
365,infant,0.02473857142857143
71,bile,0.019300899742930606
995,intestine,0.019194339622641512
220,fly,0.01842386363636364
393,lake,0.01803243534482759
267,nasal,0.01802705570291777
290,bug,0.017764898989899
1346,gas,0.016999116864263242
824,bacteria,0.016472068230277186
994,mouth,0.014811188811188824
557,serpent,0.013550127877237845
368,beast,0.012528697183098597
1044,break,0.012232487309644663
1219,bodily,0.011490937500000001
97,moisture,0.011157358490566038
627,glue,0.011115999999999997
69,stale,0.010617925925925925
466,human,0.01006892950391645
841,urine,0.009021429268768918
1364,bromine,0.00861462395543175
1191,organism,0.00848065573770492
1330,clothe,0.007157920792079214
223,mould,0.00666046511627907
381,phosphorus,0.005353900210822209
812,battle,0.005192542372881351
782,blade,0.003280314960629934
713,people,0.00048186666666666627
1246,factory,0.00014965437788017936
160,material,-0.002277539863325743
246,musty,-0.0024668269230769236
74,fumigation,-0.004431275720164609
372,perspiration,-0.005142810985460424
126,ipecacuanha,-0.00554542190305207
1201,taint,-0.00687727272727272
1028,lung,-0.007866139240506331
1438,marsh,-0.008543614248479582
479,child,-0.008894915254237287
70,poultry,-0.01011173708920188
1378,content,-0.011377625570776252
1208,egg,-0.011426189258312024
664,viscid,-0.015618502202643176
250,greasy,-0.016601917808219166
1040,fluid,-0.018011137540226665
1091,exhalation,-0.018078823529411772
1200,sweat,-0.018803772070626
788,surface,-0.0224755223880597
151,work,-0.026643601583113446
1108,dung,-0.0267884438305709
1173,toad,-0.029868474576271186
1327,poor,-0.03046418918918919
574,animal,-0.03237411311914323
988,sludge,-0.03252107142857143
49,bit,-0.03265138607167005
42,cattle,-0.03285431235431235
301,rot,-0.03596572416598861
719,remain,-0.03861993355481728
121,bilge,-0.038633333333333325
23,matter,-0.039096540162648026
762,canal,-0.039129178470254954
179,swamp,-0.03922670025188917
309,river,-0.039229057017543846
1459,flesh,-0.0400936529072348
680,blubber,-0.04113811881188118
1385,fever,-0.041771557562076754
335,fweat,-0.04312130434782609
1248,heap,-0.04319197651663404
597,alvine,-0.048938028169014075
36,place,-0.049233761105626855
789,bacillus,-0.05047738095238095
403,bad,-0.05060516717325228
794,lymph,-0.05275652173913043
99,skunk,-0.056467415730337076
350,fungus,-0.05832877551020408
7,effluent,-0.058529629629629626
203,frog,-0.05881023391812865
626,greenish,-0.0590532142857143
84,abscess,-0.059217484662576675
1139,grave,-0.06286879844961239
559,marshe,-0.06412407407407408
1239,miasma,-0.06461439393939394
375,pecu,-0.06588209219858156
862,sputa,-0.0658863309352518
710,brimstone,-0.06603309352517985
6,prussic,-0.06711666666666667
1332,sediment,-0.06735235849056605
973,bone,-0.06905486111111112
1424,expire,-0.07095900000000001
175,decomposition,-0.07142235294117645
1075,excreta,-0.07257210401891254
688,mud,-0.07403867374005305
1158,pus,-0.0740807957957958
62,ftool,-0.0744618811881188
1151,brain,-0.07484863813229573
1429,slaughter,-0.07882270408163265
859,excretion,-0.0811971212121212
173,crust,-0.08142851485148515
1359,watery,-0.08153670411985019
182,carrion,-0.08211482164821648
1146,hellebore,-0.08261020942408377
515,singe,-0.08450116279069768
1311,lochia,-0.08593956594323873
1167,gangreen,-0.08616891025641027
1269,sewage,-0.08916563169164882
266,stink,-0.08934918478260868
899,blood,-0.09428697478991598
541,sore,-0.09493919129082426
1376,mucous,-0.09748582995951416
465,pox,-0.09772252559726963
405,tank,-0.09811827586206898
432,putrid,-0.09847469088098919
1421,serum,-0.09964059196617335
297,creme,-0.09999170098846788
849,tissue,-0.10089200968523002
872,corrupt,-0.10259291084854995
58,faece,-0.10352429149797572
784,case,-0.10672028869286289
379,evacuation,-0.10795588235294117
565,excrement,-0.11081417721518987
294,ulcer,-0.1110475272960822
1057,slime,-0.11231870967741935
1148,breath,-0.11295041580971116
977,expectoration,-0.11347791411042944
441,brick,-0.11443342465753424
1406,mucus,-0.11763603020496222
276,profuse,-0.12063971291866027
421,corruption,-0.12503045977011493
1423,putrescent,-0.130647247706422
822,bitter,-0.13086836363636364
986,manure,-0.1325785714285714
201,stool,-0.13514169139465876
219,muco,-0.13594972577696526
763,puddle,-0.13767307692307695
1284,gangrenous,-0.14074240687679085
603,disease,-0.1417638429752066
310,stain,-0.14213024193548388
1111,charge,-0.1428184354154033
925,ditch,-0.14570647208121829
938,ichorous,-0.14825647668393782
1209,aromas,-0.15171874999999999
957,fog,-0.15563370165745857
282,saliva,-0.15703328290468985
929,gore,-0.15947430555555553
178,discharge,-0.15961476109215017
446,danger,-0.16318697674418606
861,sword,-0.17185190476190473
462,decompose,-0.17463084795321637
202,patient,-0.17485922746781118
141,sink,-0.17680992647058824
1299,stagnant,-0.18869572118702552
236,sputum,-0.19133273056057865
298,purulent,-0.1915060606060606
745,halitosis,-0.1937037037037037
1100,deposit,-0.19671705202312137
618,impure,-0.1974
346,dungeon,-0.19924125560538117
251,waste,-0.20055584585238406
1036,gutter,-0.2009694915254237
169,wound,-0.20802101449275365
377,ichor,-0.21546118935837244
162,slimy,-0.21992439759036145
1276,slough,-0.22110506329113924
1439,diarrhoea,-0.22150082474226804
889,pool,-0.22405997161107166
1153,vomit,-0.22518160792951541
1061,cadaver,-0.23159497070312499
1337,foul,-0.23501071428571427
999,eructation,-0.2351843665768194
476,sewer,-0.2385751640585563
1112,carcass,-0.2420663082437276
779,crude,-0.24456262135922333
1233,closet,-0.2453685618729097
1263,rancid,-0.25102334384858044
594,privy,-0.2565502590673575
531,vaginal,-0.25690287081339713
87,rotten,-0.2611889844169801
590,filth,-0.27062242899118516
1390,vulture,-0.27302835249042146
690,sanie,-0.28204725738396624
343,putrefy,-0.2827144186046512
1304,trap,-0.2896744744744745
903,death,-0.29258331090174966
163,decay,-0.2940743896601245
665,dirt,-0.29640254614894973
61,offal,-0.3049117224880383
1195,cesspool,-0.3119047381546135
674,carcase,-0.32102087378640776
808,prison,-0.3210761229314421
1107,vermin,-0.3231277777777778
495,filthy,-0.3255796812749004
460,corpse,-0.3749809944751381
1034,dirty,-0.3776439461883408
193,poisonous,-0.3835988304093567
1182,drain,-0.3919608163265306
1361,poison,-0.4147892514395394
120,refuse,-0.4278695518723143
118,enemy,-0.4367642857142857
689,dead,-0.4469028792134832
210,offensive,-0.48250000000000004
1095,accumulation,-0.5156393483709274
1149,defective,-0.6764084805653711
